frame,id,class,tl_x,tl_y,br_x,br_y
0,0,1,38.216,12.949,39.177,13.809
1,0,1,38.180,12.925,39.188,13.821
2,0,1,38.168,12.925,39.177,13.821
3,0,1,38.156,12.925,39.165,13.821
4,0,1,38.144,12.937,39.153,13.833
5,0,1,38.121,12.936,39.129,13.857
13,0,1,38.156,12.948,39.164,13.845
14,0,1,38.132,12.948,39.141,13.845
15,0,1,38.061,12.972,39.069,13.869
16,0,1,38.061,12.972,39.069,13.869
17,0,1,38.037,12.972,39.045,13.869
18,0,1,37.989,12.972,38.997,13.868
19,0,1,37.965,12.972,38.973,13.868
20,0,1,37.965,12.972,38.973,13.868
21,0,1,37.941,12.972,38.949,13.868
22,0,1,37.893,12.972,38.902,13.868
23,0,1,37.846,12.971,38.854,13.868
24,0,1,37.822,12.971,38.830,13.868
25,0,1,37.798,12.971,38.806,13.868
26,0,1,37.726,12.971,38.735,13.868
27,0,1,37.703,12.947,38.711,13.844
28,0,1,37.655,12.947,38.663,13.844
29,0,1,37.607,12.947,38.615,13.844
30,0,1,37.559,12.923,38.568,13.820
31,0,1,37.512,12.923,38.520,13.820
32,0,1,37.464,12.923,38.472,13.819
33,0,1,37.416,12.899,38.425,13.795
34,0,1,37.369,12.899,38.377,13.795
35,0,1,37.345,12.898,38.353,13.795
36,0,1,37.321,12.898,38.329,13.795
37,0,1,37.273,12.874,38.282,13.771
38,0,1,37.225,12.874,38.234,13.771
39,0,1,37.177,12.898,38.186,13.795
40,0,1,37.130,12.898,38.138,13.795
41,0,1,37.106,12.898,38.114,13.795
42,0,1,37.082,12.898,38.090,13.795
43,0,1,37.010,12.898,38.019,13.794
44,0,1,36.986,12.874,37.995,13.771
45,0,1,36.939,12.873,37.947,13.770
46,0,1,36.891,12.873,37.899,13.770
47,0,1,36.843,12.873,37.852,13.770
48,0,1,36.795,12.873,37.804,13.770
49,0,1,36.747,12.873,37.756,13.770
50,0,1,36.700,12.873,37.708,13.770
51,0,1,36.652,12.873,37.660,13.770
52,0,1,36.604,12.873,37.613,13.770
53,0,1,36.580,12.872,37.589,13.770
54,0,1,36.556,12.872,37.565,13.769
55,0,1,36.484,12.896,37.493,13.793
56,0,1,36.460,12.896,37.469,13.793
57,0,1,36.413,12.896,37.421,13.793
58,0,1,36.389,12.896,37.397,13.793
59,0,1,36.365,12.896,37.374,13.793
60,0,1,36.293,12.895,37.302,13.793
61,0,1,36.269,12.895,37.278,13.793
62,0,1,36.221,12.895,37.230,13.792
63,0,1,36.174,12.895,37.182,13.792
64,0,1,36.126,12.895,37.135,13.792
65,0,1,36.078,12.895,37.087,13.792
66,0,1,36.030,12.871,37.039,13.768
67,0,1,36.006,12.871,37.015,13.768
68,0,1,35.982,12.871,36.991,13.768
69,0,1,35.935,12.871,36.943,13.768
70,0,1,35.887,12.870,36.896,13.768
71,0,1,35.839,12.870,36.848,13.768
72,0,1,35.815,12.846,36.824,13.744
73,0,1,35.791,12.846,36.800,13.744
74,0,1,35.720,12.846,36.728,13.743
75,0,1,35.696,12.846,36.705,13.743
76,0,1,35.648,12.870,36.657,13.767
77,0,1,35.600,12.870,36.609,13.767
78,0,1,35.552,12.870,36.561,13.767
79,0,1,35.504,12.869,36.513,13.767
80,0,1,35.480,12.869,36.489,13.767
81,0,1,35.456,12.869,36.465,13.767
82,0,1,35.385,12.869,36.394,13.766
83,0,1,35.361,12.869,36.370,13.766
84,0,1,35.313,12.869,36.322,13.766
85,0,1,35.265,12.869,36.274,13.766
86,0,1,35.217,12.892,36.226,13.790
87,0,1,35.193,12.892,36.202,13.790
88,0,1,35.169,12.892,36.178,13.790
89,0,1,35.121,12.892,36.130,13.790
90,0,1,35.097,12.892,36.106,13.790
91,0,1,35.073,12.892,36.082,13.790
92,0,1,35.025,12.892,36.035,13.789
93,0,1,35.002,12.892,36.011,13.789
94,0,1,34.978,12.892,35.987,13.789
95,0,1,34.930,12.892,35.939,13.789
96,0,1,34.522,12.950,35.664,13.741
97,0,1,34.606,12.915,35.628,13.788
98,0,1,34.570,12.914,35.592,13.788
99,0,1,34.535,12.914,35.556,13.788
100,0,1,34.499,12.914,35.520,13.788
101,0,1,34.463,12.914,35.484,13.788
102,0,1,34.427,12.914,35.448,13.788
103,0,1,34.391,12.914,35.412,13.788
104,0,1,34.355,12.914,35.376,13.788
105,0,1,34.319,12.914,35.341,13.788
106,0,1,34.283,12.914,35.305,13.788
107,0,1,34.247,12.913,35.269,13.787
108,0,1,34.187,12.913,35.209,13.787
109,0,1,34.152,12.913,35.173,13.787
110,0,1,34.115,12.937,35.137,13.811
111,0,1,34.079,12.961,35.101,13.835
112,0,1,34.044,12.937,35.065,13.811
113,0,1,34.007,12.961,35.029,13.835
114,0,1,33.948,12.960,34.969,13.834
115,0,1,33.912,12.960,34.933,13.834
116,0,1,33.876,12.960,34.897,13.834
117,0,1,33.840,12.960,34.861,13.834
118,0,1,33.780,12.960,34.802,13.834
119,0,1,33.744,12.960,34.766,13.834
120,0,1,33.684,12.960,34.706,13.834
121,0,1,33.648,12.983,34.670,13.858
122,0,1,33.826,13.139,34.215,13.761
123,0,1,33.540,13.019,34.526,13.881
124,0,1,33.492,13.019,34.478,13.881
125,0,1,33.456,13.019,34.442,13.881
126,0,1,33.420,13.019,34.406,13.881
127,0,1,33.384,13.018,34.370,13.881
128,0,1,33.348,13.018,34.334,13.881
129,0,1,33.312,13.018,34.298,13.881
130,0,1,33.276,13.018,34.262,13.880
131,0,1,33.240,13.018,34.226,13.880
132,0,1,33.192,13.006,34.178,13.868
133,0,1,33.157,12.994,34.143,13.856
134,0,1,33.109,13.006,34.095,13.868
135,0,1,33.061,13.006,34.047,13.868
136,0,1,33.025,13.005,34.011,13.868
137,0,1,32.977,13.005,33.963,13.868
138,0,1,32.941,13.017,33.927,13.880
139,0,1,32.893,13.029,33.879,13.891
140,0,1,32.857,13.017,33.843,13.879
141,0,1,32.809,13.029,33.795,13.891
142,0,1,32.773,13.041,33.663,13.915
144,0,1,32.737,13.052,33.711,13.915
145,0,1,32.701,13.052,33.675,13.915
146,0,1,32.665,13.064,33.639,13.927
147,0,1,32.616,13.076,33.591,13.939
148,0,1,32.581,13.076,33.555,13.938
149,0,1,32.557,13.076,33.531,13.938
150,0,1,32.520,13.088,33.495,13.950
151,0,1,32.460,13.099,33.435,13.962
152,0,1,32.424,13.099,33.399,13.962
153,0,1,32.376,13.099,33.351,13.962
154,0,1,32.328,13.111,33.303,13.974
155,0,1,32.292,13.123,33.267,13.986
156,0,1,32.256,13.123,33.231,13.985
157,0,1,32.196,13.123,33.171,13.985
158,0,1,32.160,13.134,33.135,13.997
159,0,1,32.112,13.146,33.087,14.009
160,0,1,32.076,13.146,33.051,14.009
161,0,1,32.040,13.146,33.015,14.009
162,0,1,31.992,13.146,32.967,14.009
163,0,1,31.945,13.074,32.800,13.901
165,0,1,31.897,13.074,32.860,13.925
166,0,1,31.861,13.074,32.824,13.925
167,0,1,31.825,13.074,32.788,13.925
168,0,1,31.789,13.074,32.752,13.924
169,0,1,31.741,13.074,32.704,13.924
170,0,1,31.693,13.061,32.656,13.912
171,0,1,31.633,13.061,32.596,13.912
172,0,1,31.585,13.073,32.548,13.924
173,0,1,31.537,13.061,32.500,13.912
174,0,1,31.489,13.061,32.452,13.912
175,0,1,31.059,12.892,32.010,13.731
177,0,1,31.071,12.904,32.022,13.743
178,0,1,31.047,12.904,31.998,13.743
179,0,1,31.011,12.904,31.962,13.743
180,0,1,31.260,13.144,32.080,13.911
181,0,1,31.177,13.108,32.116,13.935
182,0,1,31.153,13.108,32.092,13.935
183,0,1,31.117,13.108,32.056,13.935
184,0,1,31.081,13.108,32.020,13.935
185,0,1,31.045,13.107,31.984,13.935
186,0,1,30.997,13.095,31.936,13.922
187,0,1,30.961,13.095,31.900,13.922
188,0,1,30.913,13.095,31.852,13.922
189,0,1,30.865,13.095,31.804,13.922
190,0,1,30.817,13.095,31.756,13.922
191,0,1,30.781,13.095,31.720,13.922
192,0,1,30.733,13.107,31.672,13.934
193,0,1,30.685,13.106,31.624,13.934
194,0,1,30.649,13.106,31.588,13.934
195,0,1,30.613,13.106,31.552,13.933
196,0,1,30.577,13.106,31.516,13.933
197,0,1,30.541,13.106,31.480,13.933
198,0,1,30.505,13.118,31.444,13.945
199,0,1,30.397,13.070,31.300,13.909
201,0,1,30.397,13.082,31.324,13.909
202,0,1,30.361,13.094,31.288,13.921
203,0,1,30.313,13.093,31.240,13.921
204,0,1,30.265,13.093,31.192,13.921
205,0,1,30.229,13.081,31.156,13.909
206,0,1,30.193,13.081,31.120,13.908
207,0,1,30.133,13.093,31.060,13.920
208,0,1,30.097,13.093,31.024,13.920
209,0,1,30.037,13.093,30.964,13.920
210,0,1,30.001,13.093,30.928,13.920
211,0,1,29.952,13.104,30.880,13.932
212,0,1,29.916,13.104,30.844,13.932
213,0,1,29.916,13.104,30.832,13.920
215,0,1,29.939,13.200,30.557,13.835
216,0,1,29.820,13.116,30.724,13.919
217,0,1,29.784,13.116,30.688,13.919
218,0,1,29.760,13.116,30.664,13.919
219,0,1,29.712,13.116,30.616,13.919
220,0,1,29.676,13.116,30.580,13.919
221,0,1,29.628,13.127,30.532,13.931
222,0,1,29.580,13.127,30.483,13.931
223,0,1,29.544,13.127,30.447,13.931
224,0,1,29.508,13.127,30.411,13.931
225,0,1,29.448,13.127,30.351,13.931
226,0,1,29.411,13.139,30.315,13.942
227,0,1,29.363,13.139,30.267,13.942
228,0,1,29.315,13.139,30.219,13.942
229,0,1,29.267,13.138,30.171,13.942
230,0,1,29.219,13.138,30.123,13.942
231,0,1,29.183,13.138,30.087,13.942
232,0,1,29.147,13.138,30.051,13.942
233,0,1,29.099,13.138,30.003,13.942
234,0,1,29.063,13.138,29.967,13.942
235,0,1,29.039,13.138,29.943,13.941
236,0,1,29.003,13.126,29.907,13.929
237,0,1,28.919,13.137,29.810,13.953
