frame,id,class,tl_x,tl_y,br_x,br_y
0,0,1,35.693,13.056,36.473,13.904
1,0,1,35.669,13.031,36.486,13.917
2,0,1,35.719,13.031,36.535,13.917
3,0,1,35.731,13.018,36.548,13.905
4,0,1,35.769,13.018,36.585,13.905
5,0,1,36.106,12.970,36.748,13.843
13,0,1,36.081,12.945,36.823,13.893
14,0,1,36.056,12.957,36.810,13.880
15,0,1,36.094,12.957,36.848,13.880
16,0,1,36.119,12.957,36.873,13.880
17,0,1,36.143,12.957,36.898,13.880
18,0,1,36.181,12.945,36.935,13.868
19,0,1,36.206,12.933,36.960,13.856
20,0,1,36.243,12.945,36.997,13.868
21,0,1,36.281,12.933,37.035,13.856
22,0,1,36.306,12.933,37.060,13.856
23,0,1,36.343,12.933,37.097,13.856
24,0,1,36.381,12.933,37.135,13.856
25,0,1,36.406,12.933,37.160,13.856
26,0,1,36.443,12.933,37.197,13.856
27,0,1,36.468,12.921,37.222,13.844
28,0,1,36.506,12.908,37.260,13.831
29,0,1,36.531,12.921,37.285,13.844
30,0,1,36.568,12.909,37.322,13.832
31,0,1,36.605,12.921,37.359,13.844
32,0,1,36.630,12.909,37.384,13.832
33,0,1,36.655,12.921,37.409,13.844
34,0,1,36.693,12.909,37.447,13.832
35,0,1,36.718,12.909,37.472,13.832
36,0,1,36.743,12.909,37.497,13.832
37,0,1,36.768,12.909,37.522,13.832
38,0,1,36.805,12.909,37.559,13.832
39,0,1,36.830,12.897,37.584,13.820
40,0,1,36.868,12.885,37.621,13.807
41,0,1,36.905,12.897,37.659,13.820
42,0,1,36.930,12.885,37.684,13.808
43,0,1,36.967,12.897,37.721,13.820
44,0,1,37.005,12.885,37.759,13.808
45,0,1,37.042,12.885,37.796,13.808
46,0,1,37.079,12.885,37.833,13.808
47,0,1,37.117,12.885,37.871,13.808
48,0,1,37.154,12.885,37.908,13.808
49,0,1,37.179,12.885,37.933,13.808
50,0,1,37.217,12.886,37.971,13.808
51,0,1,37.254,12.886,38.008,13.808
52,0,1,37.291,12.886,38.045,13.808
53,0,1,37.316,12.886,38.070,13.809
54,0,1,37.341,12.873,38.095,13.796
55,0,1,37.379,12.874,38.133,13.796
56,0,1,37.416,12.874,38.170,13.796
57,0,1,37.478,12.948,38.494,13.785
58,0,1,37.578,12.911,38.344,13.822
59,0,1,37.615,12.911,38.382,13.822
60,0,1,37.628,12.912,38.394,13.822
61,0,1,37.678,12.912,38.444,13.822
62,0,1,37.703,12.912,38.469,13.822
63,0,1,37.740,12.912,38.506,13.822
64,0,1,37.765,12.912,38.531,13.822
65,0,1,37.790,12.912,38.556,13.822
66,0,1,37.827,12.912,38.594,13.822
67,0,1,37.865,12.912,38.631,13.822
