frame,id,class,tl_x,tl_y,br_x,br_y
6,7,2,36.074,5.857,35.195,4.468
7,7,2,36.085,5.941,35.206,4.552
8,7,2,36.096,6.035,35.218,4.647
9,7,2,36.108,6.130,35.229,4.741
10,7,2,36.130,6.245,35.251,4.856
11,7,2,36.142,6.329,35.263,4.940
12,7,2,36.121,6.434,35.243,5.045
13,7,2,36.101,6.540,35.223,5.151
14,7,2,36.071,6.645,35.192,5.256
15,7,2,36.072,6.729,35.193,5.340
16,7,2,36.094,6.834,35.215,5.445
17,7,2,36.105,6.939,35.226,5.550
18,7,2,36.106,7.002,35.227,5.613
19,7,2,36.086,7.076,35.207,5.687
20,7,2,36.045,7.192,35.166,5.803
21,7,2,36.014,7.329,35.135,5.940
22,7,2,35.984,7.487,35.105,6.098
23,7,2,35.975,7.645,35.096,6.255
24,7,2,35.987,7.750,35.108,6.360
25,7,2,35.998,7.845,35.119,6.455
26,7,2,35.967,7.908,35.088,6.518
27,7,2,35.915,7.993,35.036,6.603
28,7,2,35.884,8.067,35.005,6.677
29,7,2,35.843,8.152,34.963,6.762
30,7,2,35.780,8.226,34.901,6.836
31,7,2,35.760,8.311,34.880,6.920
32,7,2,35.719,8.406,34.839,7.015
33,7,2,35.699,8.533,34.819,7.142
34,7,2,35.690,8.670,34.810,7.279
35,7,2,35.628,8.797,34.748,7.406
36,7,2,35.533,8.893,34.653,7.502
37,7,2,35.471,8.988,34.591,7.597
38,7,2,35.419,9.052,34.539,7.661
39,7,2,35.367,9.137,34.486,7.746
40,7,2,35.294,9.264,34.414,7.873
41,7,2,35.242,9.381,34.362,7.989
42,7,2,35.180,9.487,34.299,8.095
43,7,2,35.117,9.583,34.237,8.191
44,7,2,35.065,9.615,34.184,8.223
45,7,2,34.991,9.679,34.111,8.287
46,7,2,34.939,9.796,34.059,8.404
47,7,2,34.909,9.923,34.028,8.531
48,7,2,34.857,10.071,33.976,8.679
49,7,2,34.806,10.220,33.925,8.827
50,7,2,34.754,10.305,33.873,8.912
51,7,2,34.691,10.400,33.810,9.008
52,7,2,34.649,10.464,33.768,9.071
53,7,2,34.587,10.550,33.705,9.157
54,7,2,34.514,10.656,33.632,9.263
55,7,2,34.462,10.784,33.580,9.390
56,7,2,34.399,10.901,33.518,9.507
57,7,2,34.337,11.028,33.455,9.635
58,7,2,34.306,11.124,33.424,9.730
59,7,2,34.265,11.240,33.383,9.847
4,7,2,36.040,5.710,35.162,4.322
5,7,2,36.062,5.773,35.184,4.384
60,7,2,34.213,11.357,33.331,9.963
61,7,2,34.193,11.463,33.311,10.069
62,7,2,34.151,11.601,33.270,10.207
63,7,2,34.142,11.707,33.260,10.313
64,7,2,34.101,11.835,33.219,10.440
65,7,2,34.049,11.962,33.167,10.568
66,7,2,33.986,12.100,33.104,10.706
67,7,2,33.955,12.196,33.073,10.801
68,7,2,33.893,12.324,33.011,10.929
69,7,2,33.862,12.409,32.980,11.014
70,7,2,33.831,12.515,32.949,11.120
71,7,2,33.779,12.632,32.897,11.237
72,7,2,33.759,12.770,32.876,11.375
73,7,2,33.728,12.866,32.845,11.471
74,7,2,33.697,12.983,32.815,11.587
83,7,2,33.462,13.929,32.578,12.533
84,7,2,33.452,14.056,32.569,12.660
85,7,2,33.443,14.205,32.559,12.808
86,7,2,33.423,14.354,32.539,12.957
87,7,2,33.403,14.502,32.519,13.106
88,7,2,33.404,14.630,32.520,13.233
89,7,2,33.405,14.736,32.521,13.339
90,7,2,33.395,14.852,32.512,13.456
91,7,2,33.386,14.980,32.502,13.583
92,7,2,33.376,15.118,32.493,13.721
93,7,2,33.378,15.256,32.494,13.859
94,7,2,33.379,15.373,32.495,13.975
95,7,2,33.380,15.489,32.496,14.092
96,7,2,33.370,15.638,32.486,14.241
97,7,2,33.340,15.766,32.456,14.368
98,7,2,33.330,15.904,32.446,14.506
99,7,2,33.342,15.999,32.458,14.602
100,7,2,33.353,16.116,32.469,14.718
101,7,2,33.376,16.264,32.492,14.867
102,7,2,33.377,16.413,32.493,15.015
103,7,2,33.357,16.530,32.473,15.132
104,7,2,33.326,16.669,32.442,15.271
105,7,2,33.295,16.776,32.411,15.377
106,7,2,33.286,16.914,32.401,15.516
107,7,2,33.287,17.084,32.403,15.685
108,7,2,33.310,17.232,32.425,15.834
109,7,2,33.353,17.327,32.469,15.929
110,7,2,33.386,17.433,32.502,16.034
111,7,2,33.419,17.528,32.534,16.129
112,7,2,33.473,17.644,32.588,16.245
113,7,2,33.496,17.782,32.611,16.383
114,7,2,33.486,17.931,32.602,16.532
115,7,2,33.466,18.080,32.582,16.681
116,7,2,33.478,18.197,32.593,16.798
117,7,2,33.479,18.325,32.594,16.926
118,7,2,33.512,18.473,32.627,17.074
119,7,2,33.556,18.600,32.671,17.201
120,7,2,33.578,18.727,32.693,17.328
121,7,2,33.601,18.844,32.716,17.445
122,7,2,33.644,18.949,32.759,17.550
123,7,2,33.688,19.055,32.803,17.656
124,7,2,33.763,19.192,32.878,17.793
125,7,2,33.818,19.308,32.933,17.909
126,7,2,33.883,19.435,32.998,18.035
127,7,2,33.926,19.551,33.041,18.152
128,7,2,33.970,19.678,33.085,18.278
129,7,2,34.003,19.794,33.118,18.395
130,7,2,34.015,19.911,33.129,18.512
131,7,2,34.048,20.017,33.162,18.618
132,7,2,34.081,20.144,33.195,18.745
133,7,2,34.082,20.262,33.196,18.862
134,7,2,34.094,20.410,33.208,19.011
135,7,2,34.095,20.549,33.210,19.149
136,7,2,34.085,20.677,33.200,19.277
137,7,2,34.108,20.794,33.222,19.394
138,7,2,34.130,20.900,33.245,19.500
139,7,2,34.099,21.007,33.214,19.607
140,7,2,34.100,21.103,33.214,19.703
141,7,2,34.080,21.274,33.195,19.874
142,7,2,34.050,21.435,33.164,20.034
143,7,2,34.062,21.584,33.176,20.183
144,7,2,34.073,21.701,33.188,20.300
145,7,2,34.074,21.797,33.188,20.396
146,7,2,34.075,21.871,33.189,20.471
0,7,2,35.942,5.354,35.063,3.966
1,7,2,35.996,5.448,35.117,4.060
2,7,2,36.018,5.532,35.139,4.143
3,7,2,36.029,5.616,35.150,4.227
75,7,2,33.666,13.079,32.784,11.683
76,7,2,33.646,13.164,32.763,11.768
77,7,2,33.615,13.270,32.732,11.874
78,7,2,33.605,13.376,32.722,11.980
79,7,2,33.585,13.493,32.702,12.097
80,7,2,33.543,13.589,32.660,12.193
81,7,2,33.502,13.695,32.619,12.299
82,7,2,33.460,13.812,32.577,12.416
147,7,2,34.055,21.989,33.169,20.588
148,7,2,34.013,22.065,33.127,20.664
149,7,2,33.939,22.109,33.053,20.708
150,7,2,33.832,22.132,32.946,20.731
151,7,2,33.769,22.176,32.883,20.775
152,7,2,33.748,22.241,32.862,20.839
153,7,2,33.791,22.272,32.905,20.871
154,7,2,33.845,22.292,32.958,20.891
155,7,2,33.855,22.324,32.969,20.923
156,7,2,33.781,22.368,32.895,20.967
157,7,2,33.707,22.444,32.821,21.043
158,7,2,33.623,22.521,32.736,21.119
159,7,2,33.559,22.533,32.672,21.131
160,7,2,33.474,22.545,32.587,21.144
161,7,2,33.399,22.568,32.513,21.166
162,7,2,33.314,22.581,32.427,21.179
163,7,2,33.272,22.614,32.385,21.212
164,7,2,33.219,22.636,32.332,21.234
165,7,2,33.165,22.659,32.279,21.256
166,7,2,33.102,22.692,32.215,21.290
167,7,2,33.049,22.704,32.162,21.301
168,7,2,32.995,22.715,32.108,21.313
169,7,2,32.953,22.716,32.066,21.314
170,7,2,32.899,22.728,32.012,21.326
171,7,2,32.867,22.718,31.980,21.316
172,7,2,32.867,22.686,31.980,21.284
173,7,2,32.877,22.643,31.990,21.241
174,7,2,32.877,22.622,31.990,21.219
175,7,2,32.845,22.612,31.958,21.209
176,7,2,32.781,22.634,31.894,21.232
177,7,2,32.685,22.669,31.798,21.266
6,8,2,39.118,5.157,38.355,3.603
7,8,2,39.118,5.199,38.355,3.645
8,8,2,39.118,5.230,38.355,3.677
