frame,id,class,tl_x,tl_y,br_x,br_y
0,0,1,30.561,3.863,29.907,2.875
1,0,1,30.546,3.870,29.847,2.889
2,0,1,30.553,3.885,29.870,2.897
3,0,1,30.576,3.923,29.854,2.964
4,0,1,30.568,3.923,29.862,3.016
5,0,1,30.598,3.938,29.869,3.076
6,0,1,30.621,3.930,29.868,3.136
7,0,1,30.643,3.945,29.801,3.180
8,0,1,30.643,3.930,29.756,3.217
9,0,1,30.651,3.916,29.800,3.232
10,0,1,30.620,4.042,29.800,3.270
11,0,1,30.544,4.288,29.815,3.344
12,0,1,30.552,4.221,29.815,3.382
13,0,1,30.513,4.467,29.829,3.434
14,0,1,30.543,4.519,29.836,3.509
15,0,1,30.557,4.602,29.806,3.546
16,0,1,30.579,4.639,29.799,3.591
17,0,1,30.550,4.542,29.828,3.665
18,0,1,30.550,4.594,29.828,3.718
19,0,1,30.534,4.706,29.828,3.658
20,0,1,30.504,4.713,29.798,3.710
21,0,1,30.511,4.758,29.760,3.747
22,0,1,30.519,4.773,29.752,3.837
23,0,1,30.489,4.736,29.782,3.852
24,0,1,30.489,4.780,29.782,3.896
25,0,1,30.489,4.818,29.782,3.934
26,0,1,30.488,4.870,29.781,3.986
27,0,1,30.488,4.907,29.781,4.023
28,0,1,30.533,4.930,29.728,4.135
29,0,1,30.547,5.087,29.706,4.165
30,0,1,30.524,5.206,29.758,4.255
31,0,1,30.554,5.281,29.810,4.322
32,0,1,30.553,5.355,29.802,4.374
33,0,1,30.538,5.445,29.757,4.449
34,0,1,30.530,5.490,29.771,4.486
35,0,1,30.522,5.534,29.779,4.479
36,0,1,30.500,5.534,29.831,4.516
37,0,1,30.522,5.542,29.808,4.568
38,0,1,30.582,5.557,29.808,4.606
39,0,1,30.627,5.557,29.778,4.680
40,0,1,30.635,5.527,29.830,4.778
41,0,1,30.665,5.527,29.830,4.807
42,0,1,30.672,5.565,29.829,4.867
43,0,1,30.702,5.617,29.829,4.934
44,0,1,30.724,5.707,29.866,4.979
45,0,1,30.716,5.789,29.813,5.039
46,0,1,30.648,5.826,29.836,5.046
47,0,1,30.602,6.020,29.896,5.054
48,0,1,30.549,6.147,29.903,5.129
49,0,1,30.549,6.206,29.880,5.181
50,0,1,30.466,6.236,29.865,5.263
51,0,1,30.489,6.251,29.872,5.278
52,0,1,30.504,6.281,29.887,5.248
53,0,1,30.504,6.296,29.880,5.256
54,0,1,30.533,6.333,29.872,5.338
55,0,1,30.563,6.348,29.864,5.375
56,0,1,30.578,6.371,29.871,5.450
57,0,1,30.548,6.393,29.841,5.562
58,0,1,30.518,6.393,29.825,5.674
59,0,1,30.548,6.333,29.810,5.733
60,0,1,30.533,6.348,29.810,5.741
61,0,1,30.511,6.408,29.772,5.748
62,0,1,30.465,6.467,29.810,5.674
63,0,1,30.457,6.527,29.802,5.733
64,0,1,30.465,6.565,29.810,5.771
65,0,1,30.487,6.609,29.832,5.816
66,0,1,30.479,6.669,29.824,5.875
67,0,1,30.471,6.721,29.816,5.928
68,0,1,30.464,6.781,29.808,5.987
69,0,1,30.471,6.826,29.816,6.032
70,0,1,30.507,7.170,29.860,6.122
71,0,1,30.536,7.282,29.823,6.040
72,0,1,30.566,7.267,29.815,6.062
73,0,1,30.566,7.200,29.852,6.227
74,0,1,30.566,7.267,29.851,6.339
75,0,1,30.581,7.275,29.851,6.421
76,0,1,30.581,7.267,29.783,6.563
77,0,1,30.573,7.275,29.782,6.645
78,0,1,30.589,7.267,29.797,6.667
79,0,1,30.566,7.342,29.820,6.675
80,0,1,30.565,7.394,29.827,6.772
81,0,1,30.602,7.514,29.841,6.847
82,0,1,30.601,7.663,29.826,6.891
83,0,1,30.548,7.797,29.833,6.921
84,0,1,30.533,7.872,29.818,6.951
85,0,1,30.495,7.962,29.818,6.951
86,0,1,30.458,7.939,29.796,6.951
87,0,1,30.451,7.820,29.803,7.063
88,0,1,30.436,7.879,29.787,7.123
89,0,1,30.435,7.924,29.787,7.168
90,0,1,30.420,7.984,29.772,7.228
91,0,1,30.404,8.246,29.660,7.033
92,0,1,30.389,8.171,29.667,7.212
93,0,1,30.396,8.208,29.622,7.287
94,0,1,30.351,8.216,29.576,7.332
95,0,1,30.284,8.156,29.636,7.399
96,0,1,30.284,8.178,29.636,7.422
97,0,1,30.284,8.223,29.636,7.467
98,0,1,30.269,8.268,29.620,7.511
99,0,1,30.268,8.313,29.620,7.556
100,0,1,30.268,8.358,29.620,7.601
101,0,1,30.268,8.402,29.620,7.646
102,0,1,30.268,8.447,29.619,7.691
103,0,1,30.319,8.687,29.611,7.803
104,0,1,30.289,8.739,29.626,7.795
105,0,1,30.304,8.769,29.641,7.796
106,0,1,30.311,8.761,29.619,7.833
107,0,1,30.348,8.941,29.604,7.766
108,0,1,30.318,8.873,29.603,7.915
109,0,1,30.333,8.888,29.625,7.967
110,0,1,30.296,8.806,29.647,8.050
111,0,1,30.296,8.844,29.647,8.087
112,0,1,30.295,8.903,29.647,8.147
113,0,1,30.295,8.948,29.647,8.192
114,0,1,30.310,8.978,29.662,8.222
115,0,1,30.310,9.038,29.661,8.282
116,0,1,30.309,9.083,29.661,8.327
117,0,1,30.459,9.165,29.697,8.543
118,0,1,30.376,9.345,29.674,8.626
119,0,1,30.375,9.539,29.652,8.663
120,0,1,30.337,9.457,29.689,8.716
121,0,1,30.336,9.651,29.682,8.663
122,0,1,30.344,9.696,29.727,8.648
123,0,1,30.352,9.539,29.711,8.798
124,0,1,30.359,9.584,29.718,8.843
125,0,1,30.351,9.711,29.734,8.686
126,0,1,30.374,9.711,29.696,8.753
127,0,1,30.381,9.741,29.688,8.813
128,0,1,30.418,9.764,29.703,8.888
129,0,1,30.448,9.786,29.725,8.977
130,0,1,30.486,9.801,29.724,9.112
131,0,1,30.501,9.771,29.664,9.164
132,0,1,30.538,9.846,29.626,9.284
133,0,1,30.553,9.891,29.700,9.366
134,0,1,30.552,9.958,29.693,9.411
135,0,1,30.544,10.025,29.752,9.471
136,0,1,30.574,10.085,29.790,9.456
137,0,1,30.618,10.213,29.843,9.456
138,0,1,30.626,10.295,29.880,9.464
139,0,1,30.648,10.355,29.895,9.471
140,0,1,30.700,10.474,29.910,9.471
141,0,1,30.692,10.504,29.917,9.471
142,0,1,30.684,10.489,29.925,9.464
143,0,1,30.699,10.519,29.947,9.494
144,0,1,30.684,10.497,29.947,9.546
145,0,1,30.722,10.497,29.977,9.644
146,0,1,30.730,10.467,30.029,9.703
147,0,1,30.782,10.474,30.036,9.733
148,0,1,30.774,10.519,30.066,9.838
149,0,1,30.796,10.646,30.095,9.905
150,0,1,30.886,10.684,30.087,10.048
151,0,1,30.878,10.781,30.095,10.033
152,0,1,30.796,10.736,30.162,10.063
153,0,1,30.870,10.871,30.132,10.137
154,0,1,30.854,10.983,30.146,10.145
155,0,1,30.810,10.893,30.176,10.220
156,0,1,30.809,11.155,30.139,10.182
157,0,1,30.898,11.193,30.161,10.175
158,0,1,30.913,11.223,30.154,10.167
159,0,1,30.772,10.983,30.138,10.310
160,0,1,30.996,11.223,30.214,10.190
161,0,1,30.958,11.208,30.243,10.235
162,0,1,30.943,11.215,30.251,10.272
163,0,1,30.913,11.215,30.213,10.317
164,0,1,30.943,11.230,30.213,10.399
165,0,1,30.980,11.252,30.242,10.452
166,0,1,30.965,11.275,30.242,10.549
167,0,1,30.995,11.282,30.241,10.676
168,0,1,31.048,11.290,30.256,10.721
169,0,1,31.002,11.357,30.263,10.833
170,0,1,30.912,11.425,30.292,10.976
171,0,1,31.024,11.537,30.360,10.916
172,0,1,31.061,11.619,30.375,10.938
173,0,1,31.083,11.724,30.382,10.923
174,0,1,31.105,11.791,30.435,10.916
175,0,1,31.090,11.873,30.450,10.923
176,0,1,31.037,11.993,30.420,10.946
177,0,1,31.044,11.986,30.420,10.961
178,0,1,31.052,12.008,30.435,10.976
179,0,1,31.066,12.016,30.450,10.983
180,0,1,31.066,12.038,30.457,11.043
181,0,1,31.038,11.671,30.412,11.036
182,0,1,31.030,11.731,30.404,11.095
183,0,1,31.038,11.791,30.411,11.155
184,0,1,31.030,11.836,30.403,11.200
185,0,1,31.052,11.896,30.426,11.260
186,0,1,31.044,11.941,30.418,11.305
188,0,1,31.037,11.933,30.410,11.298
189,0,1,31.044,11.963,30.418,11.327
190,0,1,31.052,11.993,30.425,11.357
191,0,1,31.094,12.547,30.447,11.447
192,0,1,31.036,12.031,30.410,11.395
193,0,1,31.116,12.629,30.417,11.530
194,0,1,31.036,12.038,30.410,11.402
195,0,1,31.044,12.053,30.417,11.417
196,0,1,31.048,12.802,30.461,11.754
197,0,1,31.055,12.832,30.423,11.777
198,0,1,31.062,12.862,30.415,11.837
199,0,1,31.084,12.921,30.452,11.911
200,0,1,31.084,12.959,30.422,12.054
201,0,1,31.092,12.959,30.406,12.114
202,0,1,31.114,12.974,30.391,12.151
203,0,1,31.069,12.974,30.323,12.241
205,0,1,31.016,13.056,30.285,12.428
206,0,1,31.061,13.109,30.284,12.548
207,0,1,30.971,13.154,30.254,12.541
208,0,1,30.948,13.169,30.284,12.526
209,0,1,30.940,13.349,30.284,12.488
210,0,1,30.895,13.394,30.239,12.503
211,0,1,30.895,13.274,30.239,12.608
212,0,1,30.924,13.453,30.254,12.481
213,0,1,30.910,13.304,30.254,12.623
214,0,1,30.902,13.349,30.246,12.668
215,0,1,30.910,13.408,30.253,12.728
216,0,1,30.887,13.453,30.230,12.773
217,0,1,30.879,13.513,30.223,12.833
218,0,1,30.871,13.573,30.215,12.893
219,0,1,30.856,13.731,30.162,12.863
220,0,1,30.878,13.798,30.177,12.975
221,0,1,30.862,13.858,30.169,13.050
222,0,1,30.840,13.791,30.184,13.103
223,0,1,30.870,13.925,30.078,13.230
224,0,1,30.802,13.911,30.145,13.223
225,0,1,30.794,13.948,30.138,13.260
226,0,1,30.802,13.986,30.145,13.297
227,0,1,30.779,14.023,30.122,13.335
228,0,1,30.771,14.090,30.115,13.402
229,0,1,30.763,14.143,30.107,13.455
230,0,1,30.756,14.195,30.099,13.507
231,0,1,30.748,14.233,30.091,13.545
232,0,1,30.740,14.285,30.083,13.597
233,0,1,30.717,14.338,30.061,13.650
234,0,1,30.725,14.390,30.068,13.702
235,0,1,30.702,14.428,30.045,13.740
236,0,1,30.694,14.495,30.037,13.807
