frame,id,class,tl_x,tl_y,br_x,br_y
0,19,2,38.699,4.574,37.961,2.833
1,19,2,38.700,4.626,37.962,2.885
2,19,2,38.700,4.657,37.962,2.916
3,19,2,38.691,4.698,37.952,2.957
4,19,2,38.691,4.760,37.953,3.018
5,19,2,38.682,4.832,37.944,3.091
6,19,2,38.694,4.904,37.955,3.162
7,19,2,38.694,4.955,37.956,3.214
8,19,2,38.716,4.996,37.977,3.255
9,19,2,38.716,5.027,37.978,3.286
10,19,2,38.717,5.079,37.978,3.337
11,19,2,38.697,5.141,37.959,3.399
12,19,2,38.708,5.213,37.970,3.471
13,19,2,38.720,5.285,37.981,3.543
14,19,2,38.721,5.346,37.982,3.605
15,19,2,38.732,5.429,37.994,3.687
16,19,2,38.723,5.491,37.984,3.749
17,19,2,38.724,5.563,37.985,3.821
18,19,2,38.715,5.635,37.976,3.893
19,19,2,38.705,5.687,37.966,3.944
20,19,2,38.696,5.749,37.957,4.006
21,19,2,38.696,5.800,37.958,4.058
22,19,2,38.676,5.852,37.938,4.109
23,19,2,38.657,5.904,37.918,4.161
24,19,2,38.647,5.956,37.908,4.213
25,19,2,38.627,6.007,37.888,4.265
26,19,2,38.628,6.069,37.889,4.326
27,19,2,38.639,6.131,37.900,4.388
28,19,2,38.630,6.203,37.891,4.460
29,19,2,38.610,6.255,37.871,4.512
30,19,2,38.601,6.327,37.862,4.584
31,19,2,38.592,6.410,37.853,4.667
32,19,2,38.593,6.482,37.854,4.739
33,19,2,38.604,6.585,37.865,4.842
34,19,2,38.616,6.678,37.877,4.934
35,19,2,38.617,6.740,37.878,4.996
36,19,2,38.598,6.843,37.859,5.099
37,19,2,38.579,6.936,37.839,5.192
38,19,2,38.549,7.009,37.809,5.265
39,19,2,38.540,7.133,37.801,5.389
40,19,2,38.531,7.236,37.792,5.492
41,19,2,38.564,7.339,37.824,5.595
42,19,2,38.566,7.463,37.826,5.718
43,19,2,38.578,7.577,37.838,5.832
44,19,2,38.568,7.649,37.829,5.904
45,19,2,38.580,7.731,37.840,5.986
46,19,2,38.602,7.804,37.862,6.058
47,19,2,38.644,7.906,37.905,6.161
48,19,2,38.656,7.989,37.917,6.243
49,19,2,38.678,8.050,37.938,6.305
50,19,2,38.669,8.143,37.929,6.398
51,19,2,38.680,8.236,37.941,6.491
52,19,2,38.682,8.371,37.943,6.625
53,19,2,38.674,8.495,37.934,6.749
54,19,2,38.644,8.609,37.905,6.863
55,19,2,38.625,8.702,37.885,6.956
56,19,2,38.595,8.806,37.856,7.060
57,19,2,38.597,8.920,37.857,7.173
58,19,2,38.599,9.023,37.859,7.277
59,19,2,38.590,9.137,37.850,7.390
60,19,2,38.592,9.251,37.852,7.504
61,19,2,38.593,9.375,37.853,7.628
62,19,2,38.605,9.478,37.865,7.731
63,19,2,38.607,9.613,37.867,7.865
64,19,2,38.629,9.716,37.889,7.968
65,19,2,38.621,9.840,37.881,8.093
66,19,2,38.623,9.985,37.883,8.237
67,19,2,38.594,10.120,37.854,8.372
68,19,2,38.596,10.265,37.856,8.517
69,19,2,38.598,10.389,37.857,8.641
70,19,2,38.600,10.524,37.859,8.775
71,19,2,38.612,10.638,37.871,8.889
72,19,2,38.614,10.762,37.873,9.013
73,19,2,38.615,10.855,37.874,9.106
74,19,2,38.627,10.979,37.887,9.230
75,19,2,38.629,11.114,37.889,9.365
76,19,2,38.631,11.259,37.891,9.510
77,19,2,38.643,11.383,37.903,9.634
78,19,2,38.635,11.508,37.894,9.758
79,19,2,38.636,11.611,37.896,9.862
80,19,2,38.628,11.736,37.887,9.986
81,19,2,38.609,11.881,37.868,10.131
82,19,2,38.600,11.985,37.859,10.235
83,19,2,38.602,12.079,37.861,10.328
84,19,2,38.603,12.193,37.862,10.442
85,19,2,38.584,12.286,37.843,10.536
86,19,2,38.596,12.400,37.855,10.650
87,19,2,38.598,12.546,37.857,10.795
88,19,2,38.579,12.691,37.838,10.940
89,19,2,38.561,12.827,37.820,11.075
90,19,2,38.563,12.951,37.821,11.200
91,19,2,38.543,13.045,37.802,11.293
