frame,id,class,tl_x,tl_y,br_x,br_y
0,0,1,35.091,15.605,34.380,14.549
1,0,1,35.082,15.614,34.362,14.503
2,0,1,35.063,15.587,34.325,14.522
3,0,1,35.063,15.541,34.334,14.513
4,0,1,35.082,15.494,34.325,14.485
5,0,1,35.081,15.421,34.316,14.494
6,0,1,35.081,15.366,34.325,14.485
7,0,1,35.081,15.292,34.325,14.421
8,0,1,35.081,15.228,34.269,14.366
9,0,1,35.146,15.209,34.325,14.319
10,0,1,35.118,15.145,34.325,14.292
11,0,1,35.118,15.089,34.352,14.264
12,0,1,35.109,15.080,34.325,14.283
13,0,1,35.108,15.043,34.343,14.218
14,0,1,35.108,14.988,34.352,14.080
15,0,1,35.099,14.970,34.352,13.988
16,0,1,35.099,14.942,34.342,13.877
17,0,1,35.071,14.942,34.370,13.850
18,0,1,35.053,14.915,34.352,13.841
19,0,1,35.108,14.878,34.324,13.859
20,0,1,35.081,14.850,34.296,13.868
21,0,1,35.108,14.832,34.315,13.841
22,0,1,35.090,14.813,34.305,13.850
23,0,1,35.080,14.749,34.296,13.841
24,0,1,35.044,14.768,34.296,13.767
25,0,1,35.034,14.676,34.278,13.776
26,0,1,35.062,14.584,34.278,13.767
27,0,1,35.062,14.491,34.259,13.740
28,0,1,34.923,14.418,34.324,13.831
29,0,1,34.979,14.372,34.370,13.794
30,0,1,34.997,14.538,34.278,13.657
31,0,1,34.988,14.510,34.268,13.629
32,0,1,34.997,14.483,34.277,13.602
33,0,1,34.988,14.437,34.268,13.556
34,0,1,34.997,14.409,34.277,13.528
35,0,1,35.006,14.170,34.286,13.473
36,0,1,34.978,14.124,34.286,13.362
37,0,1,34.978,14.105,34.305,13.334
38,0,1,34.987,14.124,34.286,13.270
39,0,1,35.015,14.124,34.295,13.279
40,0,1,34.987,14.096,34.304,13.169
41,0,1,34.997,14.105,34.304,13.123
42,0,1,34.914,14.152,34.378,13.077
43,0,1,34.978,14.022,34.286,13.178
44,0,1,34.978,13.995,34.286,13.150
45,0,1,34.987,13.976,34.267,13.068
46,0,1,34.969,13.940,34.277,13.095
47,0,1,34.959,13.746,34.267,13.012
48,0,1,34.959,13.802,34.267,12.966
49,0,1,34.959,13.765,34.267,12.930
50,0,1,34.959,13.746,34.267,12.911
