interaction_id,type_ped,type_cyc,ids_ped,ids_cyc,start_frame,end_frame,start_time_s,end_time_s,duration_s,interaction_label,direction,approach,position,distance,dist_mean,dist_min,speed,speed_mean,in_hull,split,density_ped_evolution,mean_density_ped,std_density_ped,min_density_ped,max_density_ped,trend_density_ped,density_cyc_evolution,mean_density_cyc,std_density_cyc,min_density_cyc,max_density_cyc,trend_density_cyc,pet,pet_val,ttac,ttac_min,risk,risk_score,speed_var_ped,speed_var_cyc,spatial_var_ped,spatial_var_cyc,most_reactive_agent,recording
0.0,ped_noise,cyc_noise,[83],[145],3001.0,3013.0,100.13346680013348,100.53386720053388,0.4004004004004004,FOLLOWING,SAME_DIRECTION,FRONTAL_APPROACH,FRONT,CRITICAL_PROXIMITY,2.4272336219411974,1.118033988749895,VERY_FAST,149.6378153427437,,,,,,,,,,,,,,,CRITICAL,0.06673340006673341,CRITICAL,0.033366700033366704,CRITICAL,9.0,DECELERATING,UNKNOWN,MODERATE_DEVIATION,HIGH_DEVIATION,ped,bookstore_video0
1.0,ped_noise,cyc_noise,[83],[145],3026.0,3029.0,100.96763430096763,101.06773440106774,0.1001001001001001,OVERTAKING,SAME_DIRECTION,LATERAL_APPROACH,LEFT,MODERATE_DISTANCE,4.2976207903086205,4.123105625617661,VERY_FAST,26.97299999999999,,,,,,,,,,,,,,,CRITICAL,0.06673340006673341,CRITICAL,0.033366700033366704,CRITICAL,8.0,ACCELERATING,DECELERATING,LINEAR,LINEAR,both,bookstore_video0
2.0,ped_noise,cyc_noise,[45],[145],3524.0,3527.0,117.58425091758426,117.68435101768435,0.1001001001001001,CLOSE_COLLISION,CROSSING,FRONTAL_APPROACH,LEFT,CLOSE,3.7534476246655997,2.8284271247461903,VERY_FAST,141.23246155710177,,,,,,,,,,,,,,,CRITICAL,0.1001001001001001,CRITICAL,0.07785563341118897,CRITICAL,9.0,ACCELERATING,DECELERATING,LINEAR,LINEAR,cyc,bookstore_video0
3.0,ped_noise,cyc_noise,[74],[29],11003.0,11026.0,367.1338004671338,367.90123456790127,0.7674341007674341,OVERTAKING,SAME_DIRECTION,APPROACH_AND_ESCAPE,LEFT,CRITICAL_PROXIMITY,3.369087964694897,0.0,VERY_FAST,132.49198718570062,,,,,,,,,,,,,,,CRITICAL,0.0,CRITICAL,0.0333667000333667,CRITICAL,9.0,ACCELERATING,UNKNOWN,HIGH_DEVIATION,LINEAR,ped,bookstore_video0
0.0,ped_noise,cyc_noise,[246],[179],3001.0,3022.0,100.13346680013348,100.83416750083417,0.7007007007007007,OVERTAKING,SAME_DIRECTION,APPROACH_AND_ESCAPE,RIGHT,CRITICAL_PROXIMITY,2.851590640162959,0.5,VERY_FAST,165.16541053148683,,,,,,,,,,,,,,,CRITICAL,0.0,CRITICAL,0.04170837504170838,CRITICAL,9.0,UNKNOWN,DECELERATING,HIGH_DEVIATION,HIGH_DEVIATION,cyc,bookstore_video1
1.0,ped_noise,cyc_noise,[81],[199],4003.0,4015.0,133.5669002335669,133.9673006339673,0.4004004004004004,OVERTAKING,SAME_DIRECTION,LATERAL_APPROACH,RIGHT,CLOSE,3.3375999577807822,2.0615528128088303,VERY_FAST,100.12788504396332,,,,,,,,,,,,,,,CRITICAL,0.033366700033366704,CRITICAL,0.033366700033366704,CRITICAL,9.0,DECELERATING,UNKNOWN,HIGH_DEVIATION,MODERATE_DEVIATION,ped,bookstore_video1
2.0,ped_noise,cyc_noise,[58],[260],5503.0,5528.0,183.61695028361694,184.45111778445113,0.8341675008341676,OVERTAKING,SAME_DIRECTION,APPROACH_AND_ESCAPE,RIGHT,MODERATE_DISTANCE,4.776455492854089,4.0,VERY_FAST,77.6332899494316,,,,,,,,,,,,,,,CRITICAL,0.06673340006673341,CRITICAL,0.11678345011678345,CRITICAL,8.0,UNKNOWN,DECELERATING,HIGH_DEVIATION,HIGH_DEVIATION,ped,bookstore_video1
3.0,ped_noise,cyc_noise,[214],[38],13009.0,13014.0,434.0674007340674,434.23423423423424,0.16683350016683351,OVERTAKING,SAME_DIRECTION,LATERAL_APPROACH,RIGHT,CRITICAL_PROXIMITY,1.3440825170409967,1.0,VERY_FAST,170.3279487428024,,,,,,,,,,,,,,,CRITICAL,0.06673340006673341,CRITICAL,0.016683350016683352,CRITICAL,9.0,STABLE,ACCELERATING,HIGH_DEVIATION,HIGH_DEVIATION,ped,bookstore_video1
4.0,ped_noise,cyc_noise,[284],[301],14024.0,14029.0,467.9346012679346,468.10143476810146,0.16683350016683351,FOLLOWING,SAME_DIRECTION,FRONTAL_APPROACH,FRONT,CRITICAL_PROXIMITY,2.6663455406640226,0.7071067811865476,VERY_FAST,136.78540505953933,,,,,,,,,,,,,,,CRITICAL,0.2002002002002002,None,,HIGH,6.0,DECELERATING,STABLE,SLIGHT_DEVIATION,LINEAR,ped,bookstore_video1
0.0,ped_noise,cyc_noise,[230],[146],1524.0,1531.0,50.850850850850854,51.084417751084416,0.2335669002335669,OVERTAKING,SAME_DIRECTION,APPROACH_AND_ESCAPE,RIGHT,CRITICAL_PROXIMITY,3.182698294706041,1.0,VERY_FAST,172.39458953208702,,,,,,,,,,,,,,,CRITICAL,0.0,CRITICAL,0.05839172505839173,CRITICAL,9.0,UNKNOWN,DECELERATING,HIGH_DEVIATION,HIGH_DEVIATION,ped,bookstore_video2
